ID,Manufacturer Part Number,Reference Designator,Xmm,Ymm,Rotation,
"DNP","DNP","SW1",136.9,196.27,270
"DNP","DNP","D2",176.266,181.934,0
"DNP","DNP","D3",226.692,181.534,0
"DNP","DNP","SP1",200.85,181.284,180
"DNP","DNP","D1",200.85,184.87,0
"ABRACON/AB38T-32.768KHZ","AB38T-32.768KHZ","X1",198.7,201.6,180
"DNP","DNP","DS1",222.59,207.075,0
"DNP","DNP","DS2",151.47,207.075,0
"DNP","DNP","R2",142.875,186.695,180
"BOURNS/PEC12R-2117F-N0024","PEC12R-2117F-N0024","S1",257.175,186.695,180
